codigo,nombre,precio_venta,color,categoria,proveedor,imagen_url,stock,aprobado,sincronizado
2125N-VERDE,LAPICERO PLASTICO,0.42,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2125N.png,,Approved,true
2126N,LAPICERO PLASTICO,0.42,AMARILLO,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-AZUL,LAPICERO PLASTICO,0.42,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-BLANCO,LAPICERO PLASTICO,0.42,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-CELESTE,LAPICERO PLASTICO,0.42,CELESTE,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-FUCSIA,LAPICERO PLASTICO,0.42,FUCSIA,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-MORADO,LAPICERO PLASTICO,0.42,MORADO,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-NARANJA,LAPICERO PLASTICO,0.42,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-NEGRO,LAPICERO PLASTICO,0.42,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-ROJO,LAPICERO PLASTICO,0.42,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-TURQUESA,LAPICERO PLASTICO,0.42,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
2126N-VERDE,LAPICERO PLASTICO,0.42,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2126N.png,,Approved,true
N402,LAPICERO PLASTICO,0.43,AZUL,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-BLANCO,LAPICERO PLASTICO,0.43,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-FUCSIA,LAPICERO PLASTICO,0.43,FUCSIA,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-MORADO,LAPICERO PLASTICO,0.43,MORADO,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-NARANJA,LAPICERO PLASTICO,0.43,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-NEGRO,LAPICERO PLASTICO,0.43,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-ROJO,LAPICERO PLASTICO,0.43,ROJO,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-TURQUESA,LAPICERO PLASTICO,0.43,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
N402-VERDE-OSCURO,LAPICERO PLASTICO,0.43,VERDE OSCURO,LAPICEROS PLASTICOS,CHIPER,images/N402.png,,Approved,true
6919,LAPICERO PLASTICO EN OFERTA,0.45,AZUL,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
6919-FUCSIA,LAPICERO PLASTICO EN OFERTA,0.45,FUCSIA,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
6919-NARANJA,LAPICERO PLASTICO EN OFERTA,0.45,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
6919-NEGRO,LAPICERO PLASTICO EN OFERTA,0.45,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
6919-ROJO,LAPICERO PLASTICO EN OFERTA,0.45,ROJO,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
6919-TURQUESA,LAPICERO PLASTICO EN OFERTA,0.45,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
6919-VERDE,LAPICERO PLASTICO EN OFERTA,0.45,VERDE,LAPICEROS PLASTICOS,CHIPER,images/6919.png,,Approved,true
138B,LAPICERO PLASTICO,0.46,AMARILLO,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-AZUL,LAPICERO PLASTICO,0.46,AZUL,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-BLANCO,LAPICERO PLASTICO,0.46,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-FUCSIA,LAPICERO PLASTICO,0.46,FUCSIA,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-NARANJA,LAPICERO PLASTICO,0.46,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-NEGRO,LAPICERO PLASTICO,0.46,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-ROJO,LAPICERO PLASTICO,0.46,ROJO,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-TURQUESA,LAPICERO PLASTICO,0.46,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
138B-VERDE-OSCURO,LAPICERO PLASTICO,0.46,VERDE OSCURO,LAPICEROS PLASTICOS,CHIPER,images/138B.png,,Approved,true
8609,LAPICERO PLASTICO - EN OFERTA,0.48,AZUL,LAPICEROS PLASTICOS,CHIPER,images/8609.png,,Approved,true
8609-DORADO,LAPICERO PLASTICO - EN OFERTA,0.48,DORADO,LAPICEROS PLASTICOS,CHIPER,images/8609.png,,Approved,true
8609-NEGRO,LAPICERO PLASTICO - EN OFERTA,0.48,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/8609.png,,Approved,true
8609-PLATA,LAPICERO PLASTICO - EN OFERTA,0.48,PLATA,LAPICEROS PLASTICOS,CHIPER,images/8609.png,,Approved,true
8609-ROJO,LAPICERO PLASTICO - EN OFERTA,0.48,ROJO,LAPICEROS PLASTICOS,CHIPER,images/8609.png,,Approved,true
8609-VERDE,LAPICERO PLASTICO - EN OFERTA,0.48,VERDE,LAPICEROS PLASTICOS,CHIPER,images/8609.png,,Approved,true
967,LAPICERO PLASTICO,0.55,AZUL,LAPICEROS PLASTICOS,CHIPER,images/967.png,,Approved,true
967-NARANJA,LAPICERO PLASTICO,0.55,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/967.png,,Approved,true
967-NEGRO,LAPICERO PLASTICO,0.55,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/967.png,,Approved,true
967-PLATA,LAPICERO PLASTICO,0.55,PLATA,LAPICEROS PLASTICOS,CHIPER,images/967.png,,Approved,true
967-ROJO,LAPICERO PLASTICO,0.55,ROJO,LAPICEROS PLASTICOS,CHIPER,images/967.png,,Approved,true
967-VERDE,LAPICERO PLASTICO,0.55,VERDE,LAPICEROS PLASTICOS,CHIPER,images/967.png,,Approved,true
2125BT,LAPICERO PLASTICO,0.59,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125BT-LILA,LAPICERO PLASTICO,0.59,LILA,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125BT-NARANJA,LAPICERO PLASTICO,0.59,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125BT-NEGRO,LAPICERO PLASTICO,0.59,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125BT-ROJO,LAPICERO PLASTICO,0.59,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125BT-TURQUESA,LAPICERO PLASTICO,0.59,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125BT-VERDE,LAPICERO PLASTICO,0.59,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2125BT.png,,Approved,true
2125T,LAPICERO PLASTICO,0.59,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2125T.png,,Approved,true
2125T-NARANJA,LAPICERO PLASTICO,0.59,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/2125T.png,,Approved,true
2125T-NEGRO,LAPICERO PLASTICO,0.59,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/2125T.png,,Approved,true
2125T-PLATA,LAPICERO PLASTICO,0.59,PLATA,LAPICEROS PLASTICOS,CHIPER,images/2125T.png,,Approved,true
2125T-ROJO,LAPICERO PLASTICO,0.59,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2125T.png,,Approved,true
2125T-VERDE,LAPICERO PLASTICO,0.59,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2125T.png,,Approved,true
2126T,LAPICERO PLASTICO CON TOUCH,0.59,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2126T.png,,Approved,true
2126T-NARANJA,LAPICERO PLASTICO CON TOUCH,0.59,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/2126T.png,,Approved,true
2126T-NEGRO,LAPICERO PLASTICO CON TOUCH,0.59,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/2126T.png,,Approved,true
2126T-ROJO,LAPICERO PLASTICO CON TOUCH,0.59,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2126T.png,,Approved,true
2126T-TURQUESA,LAPICERO PLASTICO CON TOUCH,0.59,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/2126T.png,,Approved,true
2126T-VERDE,LAPICERO PLASTICO CON TOUCH,0.59,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2126T.png,,Approved,true
6818E,LAPICERO PLASTICO,0.59,AZUL,LAPICEROS PLASTICOS,CHIPER,images/6818E.png,,Approved,true
6818E-BLANCO,LAPICERO PLASTICO,0.59,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/6818E.png,,Approved,true
6818E-NEGRO,LAPICERO PLASTICO,0.59,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/6818E.png,,Approved,true
2128T,LAPICERO PLASTICO,0.60,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-BLANCO,LAPICERO PLASTICO,0.60,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-DORADO,LAPICERO PLASTICO,0.60,DORADO,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-NEGRO,LAPICERO PLASTICO,0.60,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-PLATA,LAPICERO PLASTICO,0.60,PLATA,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-ROJO,LAPICERO PLASTICO,0.60,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-TURQUESA,LAPICERO PLASTICO,0.60,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
2128T-VERDE,LAPICERO PLASTICO,0.60,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2128T.png,,Approved,true
830,LAPICERO PLASTICO,0.60,AZUL,LAPICEROS PLASTICOS,CHIPER,images/830.png,,Approved,true
830-GUINDA,LAPICERO PLASTICO,0.60,GUINDA,LAPICEROS PLASTICOS,CHIPER,images/830.png,,Approved,true
830-NEGRO,LAPICERO PLASTICO,0.60,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/830.png,,Approved,true
830-PLATA,LAPICERO PLASTICO,0.60,PLATA,LAPICEROS PLASTICOS,CHIPER,images/830.png,,Approved,true
830-VERDE,LAPICERO PLASTICO,0.60,VERDE,LAPICEROS PLASTICOS,CHIPER,images/830.png,,Approved,true
919A,LAPICERO PLASTICO,0.63,AZUL,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-BLANCO,LAPICERO PLASTICO,0.63,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-DORADO,LAPICERO PLASTICO,0.63,DORADO,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-GRIS,LAPICERO PLASTICO,0.63,GRIS,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-NEGRO,LAPICERO PLASTICO,0.63,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-PLATA,LAPICERO PLASTICO,0.63,PLATA,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-ROJO,LAPICERO PLASTICO,0.63,ROJO,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-TURQUESA,LAPICERO PLASTICO,0.63,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
919A-VERDE,LAPICERO PLASTICO,0.63,VERDE,LAPICEROS PLASTICOS,CHIPER,images/919A.png,,Approved,true
106A,LAPICERO PLASTICO,0.65,AZUL,LAPICEROS PLASTICOS,CHIPER,images/106A.png,,Approved,true
106A-DORADO,LAPICERO PLASTICO,0.65,DORADO,LAPICEROS PLASTICOS,CHIPER,images/106A.png,,Approved,true
106A-NARANJA,LAPICERO PLASTICO,0.65,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/106A.png,,Approved,true
106A-NEGRO,LAPICERO PLASTICO,0.65,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/106A.png,,Approved,true
106A-ROJO,LAPICERO PLASTICO,0.65,ROJO,LAPICEROS PLASTICOS,CHIPER,images/106A.png,,Approved,true
106A-VERDE,LAPICERO PLASTICO,0.65,VERDE,LAPICEROS PLASTICOS,CHIPER,images/106A.png,,Approved,true
106B,LAPICERO PLASTICO,0.66,AZUL,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
106B-DORADO,LAPICERO PLASTICO,0.66,DORADO,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
106B-NARANJA,LAPICERO PLASTICO,0.66,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
106B-NEGRO,LAPICERO PLASTICO,0.66,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
106B-PLATA,LAPICERO PLASTICO,0.66,PLATA,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
106B-ROJO,LAPICERO PLASTICO,0.66,ROJO,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
106B-VERDE,LAPICERO PLASTICO,0.66,VERDE,LAPICEROS PLASTICOS,CHIPER,images/106B.png,,Approved,true
116B,LAPICERO PLASTICO,0.68,AZUL,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
116B-DORADO,LAPICERO PLASTICO,0.68,DORADO,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
116B-NARANJA,LAPICERO PLASTICO,0.68,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
116B-NEGRO,LAPICERO PLASTICO,0.68,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
116B-PLATA,LAPICERO PLASTICO,0.68,PLATA,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
116B-ROJO,LAPICERO PLASTICO,0.68,ROJO,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
116B-VERDE,LAPICERO PLASTICO,0.68,VERDE,LAPICEROS PLASTICOS,CHIPER,images/116B.png,,Approved,true
888,LAPICERO PLASTICO,0.68,AZUL,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
888-MORADO,LAPICERO PLASTICO,0.68,MORADO,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
888-NARANJA,LAPICERO PLASTICO,0.68,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
888-NEGRO,LAPICERO PLASTICO,0.68,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
888-ROJO,LAPICERO PLASTICO,0.68,ROJO,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
888-TURQUESA,LAPICERO PLASTICO,0.68,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
888-VERDE,LAPICERO PLASTICO,0.68,VERDE,LAPICEROS PLASTICOS,CHIPER,images/888.png,,Approved,true
186C,LAPICERO PLASTICO,0.70,AZUL,LAPICEROS PLASTICOS,CHIPER,images/186C.png,,Approved,true
186C-NEGRO,LAPICERO PLASTICO,0.70,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/186C.png,,Approved,true
186C-PLATA,LAPICERO PLASTICO,0.70,PLATA,LAPICEROS PLASTICOS,CHIPER,images/186C.png,,Approved,true
186C-ROJO,LAPICERO PLASTICO,0.70,ROJO,LAPICEROS PLASTICOS,CHIPER,images/186C.png,,Approved,true
186C-VERDE,LAPICERO PLASTICO,0.70,VERDE,LAPICEROS PLASTICOS,CHIPER,images/186C.png,,Approved,true
919T,LAPICERO PLASTICO,0.73,AZUL,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-BLANCO,LAPICERO PLASTICO,0.73,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-DORADO,LAPICERO PLASTICO,0.73,DORADO,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-GRIS,LAPICERO PLASTICO,0.73,GRIS,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-NEGRO,LAPICERO PLASTICO,0.73,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-PLATA,LAPICERO PLASTICO,0.73,PLATA,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-ROJO,LAPICERO PLASTICO,0.73,ROJO,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
919T-VERDE,LAPICERO PLASTICO,0.73,VERDE,LAPICEROS PLASTICOS,CHIPER,images/919T.png,,Approved,true
SC030,LAPICERO PLASTICO,0.73,AZUL,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-DORADO,LAPICERO PLASTICO,0.73,DORADO,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-MORADO,LAPICERO PLASTICO,0.73,MORADO,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-NEGRO,LAPICERO PLASTICO,0.73,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-PLATA,LAPICERO PLASTICO,0.73,PLATA,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-ROJO,LAPICERO PLASTICO,0.73,ROJO,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-TURQUESA,LAPICERO PLASTICO,0.73,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
SC030-VERDE,LAPICERO PLASTICO,0.73,VERDE,LAPICEROS PLASTICOS,CHIPER,images/SC030.png,,Approved,true
7403,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,AZUL,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
7403-BLANCO,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
7403-NARANJA,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
7403-NEGRO,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
7403-ROJO,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,ROJO,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
7403-TURQUESA,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
7403-VERDE-OSCURO,LAPICERO PLASTICO COLGANTE GIRATORIO,0.74,VERDE OSCURO,LAPICEROS PLASTICOS,CHIPER,images/7403.png,,Approved,true
2125R,LAPICERO PLASTICO CON RESALTADOR,0.85,AMARILLO,LAPICEROS PLASTICOS,CHIPER,images/2125R.png,,Approved,true
2125R-AZUL,LAPICERO PLASTICO CON RESALTADOR,0.85,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2125R.png,,Approved,true
2125R-NARANJA,LAPICERO PLASTICO CON RESALTADOR,0.85,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/2125R.png,,Approved,true
2125R-ROJO,LAPICERO PLASTICO CON RESALTADOR,0.85,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2125R.png,,Approved,true
2125R-VERDE,LAPICERO PLASTICO CON RESALTADOR,0.85,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2125R.png,,Approved,true
2126R,LAPICERO PLASTICO CON RESALTADOR,0.85,AMARILLO,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-AZUL,LAPICERO PLASTICO CON RESALTADOR,0.85,AZUL,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-BLANCO-SOLIDO,LAPICERO PLASTICO CON RESALTADOR,0.85,BLANCO SOLIDO,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-MORADO,LAPICERO PLASTICO CON RESALTADOR,0.85,MORADO,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-NARANJA,LAPICERO PLASTICO CON RESALTADOR,0.85,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-NEGRO,LAPICERO PLASTICO CON RESALTADOR,0.85,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-ROJO,LAPICERO PLASTICO CON RESALTADOR,0.85,ROJO,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-ROSADO,LAPICERO PLASTICO CON RESALTADOR,0.85,ROSADO,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-TURQUESA,LAPICERO PLASTICO CON RESALTADOR,0.85,TURQUESA,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
2126R-VERDE,LAPICERO PLASTICO CON RESALTADOR,0.85,VERDE,LAPICEROS PLASTICOS,CHIPER,images/2126R.png,,Approved,true
807,LAPICERO PLASTICO CON RESALTADOR,0.86,AZUL,LAPICEROS PLASTICOS,CHIPER,images/807.png,,Approved,true
807-BLANCO,LAPICERO PLASTICO CON RESALTADOR,0.86,BLANCO,LAPICEROS PLASTICOS,CHIPER,images/807.png,,Approved,true
807-GUINDA,LAPICERO PLASTICO CON RESALTADOR,0.86,GUINDA,LAPICEROS PLASTICOS,CHIPER,images/807.png,,Approved,true
807-NEGRO,LAPICERO PLASTICO CON RESALTADOR,0.86,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/807.png,,Approved,true
807-PLATA,LAPICERO PLASTICO CON RESALTADOR,0.86,PLATA,LAPICEROS PLASTICOS,CHIPER,images/807.png,,Approved,true
6718RT,LAPICERO PLASTICO CON RESALTADOR + TOUCH,0.88,GRIS,LAPICEROS PLASTICOS,CHIPER,images/6718RT.png,,Approved,true
6718RT-NEGRO,LAPICERO PLASTICO CON RESALTADOR + TOUCH,0.88,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/6718RT.png,,Approved,true
6718RT-PLATA,LAPICERO PLASTICO CON RESALTADOR + TOUCH,0.88,PLATA,LAPICEROS PLASTICOS,CHIPER,images/6718RT.png,,Approved,true
8336,LAPICERO PLASTICO,1.00,AZUL,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8336-GUINDA,LAPICERO PLASTICO,1.00,GUINDA,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8336-MORADO,LAPICERO PLASTICO,1.00,MORADO,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8336-NARANJA,LAPICERO PLASTICO,1.00,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8336-NEGRO,LAPICERO PLASTICO,1.00,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8336-PLATA,LAPICERO PLASTICO,1.00,PLATA,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8336-VERDE,LAPICERO PLASTICO,1.00,VERDE,LAPICEROS PLASTICOS,CHIPER,images/8336.png,,Approved,true
8556,LAPICERO PLASTICO,1.10,AZUL,LAPICEROS PLASTICOS,CHIPER,images/8556.png,,Approved,true
8556-GUINDA,LAPICERO PLASTICO,1.10,GUINDA,LAPICEROS PLASTICOS,CHIPER,images/8556.png,,Approved,true
8556-NEGRO,LAPICERO PLASTICO,1.10,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/8556.png,,Approved,true
8556-PLATA,LAPICERO PLASTICO,1.10,PLATA,LAPICEROS PLASTICOS,CHIPER,images/8556.png,,Approved,true
8556-VERDE,LAPICERO PLASTICO,1.10,VERDE,LAPICEROS PLASTICOS,CHIPER,images/8556.png,,Approved,true
611,LAPICERO CON BASE DE PLASTICO,1.50,AZUL,LAPICEROS PLASTICOS,CHIPER,images/611.png,,Approved,true
611-NARANJA,LAPICERO CON BASE DE PLASTICO,1.50,NARANJA,LAPICEROS PLASTICOS,CHIPER,images/611.png,,Approved,true
611-NEGRO,LAPICERO CON BASE DE PLASTICO,1.50,NEGRO,LAPICEROS PLASTICOS,CHIPER,images/611.png,,Approved,true
611-ROJO,LAPICERO CON BASE DE PLASTICO,1.50,ROJO,LAPICEROS PLASTICOS,CHIPER,images/611.png,,Approved,true
611-VERDE,LAPICERO CON BASE DE PLASTICO,1.50,VERDE,LAPICEROS PLASTICOS,CHIPER,images/611.png,,Approved,true
WBP2200,LAPICES,0.22,AZUL,LAPICEROS ECOLOGICOS,CHIPER,images/WBP2200.png,,Approved,true
WBP2200-BLANCO,LAPICES,0.22,BLANCO,LAPICEROS ECOLOGICOS,CHIPER,images/WBP2200.png,,Approved,true
WBP2200-NATURAL,LAPICES,0.22,NATURAL,LAPICEROS ECOLOGICOS,CHIPER,images/WBP2200.png,,Approved,true
WBP2200-ROJO,LAPICES,0.22,ROJO,LAPICEROS ECOLOGICOS,CHIPER,images/WBP2200.png,,Approved,true
3111F,LAPICERO PLASTICOS,0.27,NATURAL,LAPICEROS ECOLOGICOS,CHIPER,images/3111F.png,,Approved,true
3115F,LAPICERO PLASTICO,0.27,NATURAL,LAPICEROS ECOLOGICOS,CHIPER,images/3115F.png,,Approved,true
923,LAPICERO ECOLOGICO,0.30,AMARILLO,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-AZUL,LAPICERO ECOLOGICO,0.30,AZUL,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-FUCSIA,LAPICERO ECOLOGICO,0.30,FUCSIA,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-MORADO,LAPICERO ECOLOGICO,0.30,MORADO,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-NARANJA,LAPICERO ECOLOGICO,0.30,NARANJA,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-NEGRO,LAPICERO ECOLOGICO,0.30,NEGRO,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-ROJO,LAPICERO ECOLOGICO,0.30,ROJO,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-TURQUESA,LAPICERO ECOLOGICO,0.30,TURQUESA,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
923-VERDE-CLARO,LAPICERO ECOLOGICO,0.30,VERDE CLARO,LAPICEROS ECOLOGICOS,CHIPER,images/923.png,,Approved,true
