codigo,nombre,precio_venta,color,categoria,proveedor,imagen_url,stock,aprobado,sincronizado
5175-SOLIDO-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-SOLIDO.png,,Approved,true
5175-SOLIDO-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-SOLIDO.png,,Approved,true
5175-SOLIDO-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-SOLIDO.png,,Approved,true
5175-SOLIDO-BLANCO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-SOLIDO.png,,Approved,true
5175-SOLIDO-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-SOLIDO.png,,Approved,true
5004-1,LAPICERO PLASTICO 1000 UNID X CAJA,0.68,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/5004-1.png,,Approved,true
5004-1-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.68,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/5004-1.png,,Approved,true
5004-1-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.68,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/5004-1.png,,Approved,true
5004-1-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.68,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/5004-1.png,,Approved,true
5004-1-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.68,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/5004-1.png,,Approved,true
5004-1-PLATEADO,LAPICERO PLASTICO 1000 UNID X CAJA,0.68,PLATEADO,LAPICEROS DE PLASTICO,EFSTOCK,images/5004-1.png,,Approved,true
5144-1,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-ROJO,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-BLANCO,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-NEGRO,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-VERDE,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-NARANJA,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-AMARILLO,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,AMARILLO,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-TURQUEZA,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,TURQUEZA,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5144-1-MORADO,LAPICERO DE PLASTICO 1000 UNID X CAJA,0.50,MORADO,LAPICEROS DE PLASTICO,EFSTOCK,images/5144-1.png,,Approved,true
5175-1,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-1.png,,Approved,true
5175-1-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-1.png,,Approved,true
5175-1-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-1.png,,Approved,true
5175-1-TRASPARENTE,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,TRASPARENTE,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-1.png,,Approved,true
5175-1-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-1.png,,Approved,true
5175-1-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/5175-1.png,,Approved,true
6072-1,LAPICERO PLASTICO 1000 UNID X CAJA,0.45,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/6072-1.png,,Approved,true
6072-1-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.45,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/6072-1.png,,Approved,true
6072-1-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.45,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/6072-1.png,,Approved,true
6072-1-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.45,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/6072-1.png,,Approved,true
6072-1-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.45,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/6072-1.png,,Approved,true
6262-1,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/6262-1.png,,Approved,true
6262-1-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/6262-1.png,,Approved,true
6262-1-BLANCO,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/6262-1.png,,Approved,true
6262-1-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/6262-1.png,,Approved,true
6262-1-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/6262-1.png,,Approved,true
6262-1-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/6262-1.png,,Approved,true
9103-1,LAPICERO ECOLOGICO RETRACTIL COLOR ENTERO 1000 UNID X CAJA,0.40,CELESTE,LAPICEROS DE PLASTICO,EFSTOCK,images/9103-1.png,,Approved,true
9103-1-ROJO,LAPICERO ECOLOGICO RETRACTIL COLOR ENTERO 1000 UNID X CAJA,0.40,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/9103-1.png,,Approved,true
9103-1-NEGRO,LAPICERO ECOLOGICO RETRACTIL COLOR ENTERO 1000 UNID X CAJA,0.40,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/9103-1.png,,Approved,true
9103-1-VERDE,LAPICERO ECOLOGICO RETRACTIL COLOR ENTERO 1000 UNID X CAJA,0.40,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/9103-1.png,,Approved,true
9103-1-NARANJA,LAPICERO ECOLOGICO RETRACTIL COLOR ENTERO 1000 UNID X CAJA,0.40,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/9103-1.png,,Approved,true
EF-002,LAPICERO PLASTICO,0.33,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/EF-002.png,,Approved,true
GP-5175H,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-5175H-ROJO,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-5175H-VERDE-LIMON,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,VERDE LIMON,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-5175H-NEGRO,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-5175H-NATURAL,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,NATURAL,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-5175H-NARANJA,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-5175H-GRIS,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.53,GRIS,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-5175H.png,,Approved,true
GP-18003,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.88,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18003.png,,Approved,true
GP-18003-ROJO,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.88,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18003.png,,Approved,true
GP-18003-VERDE-LIMON,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.88,VERDE LIMON,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18003.png,,Approved,true
GP-18003-NATURAL,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.88,NATURAL,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18003.png,,Approved,true
GP-18005,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.68,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18005.png,,Approved,true
GP-18005-ROJO,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.68,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18005.png,,Approved,true
GP-18005-VERDE-LIMON,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.68,VERDE LIMON,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18005.png,,Approved,true
GP-18005-NATURAL,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.68,NATURAL,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18005.png,,Approved,true
GP-18005-NARANJA,LAPICERO DE FIBRA DE TIRIGO 1000 UNID X CAJA,0.68,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/GP-18005.png,,Approved,true
LH-3029,LAPICERO CON BASE 500 UNID X CAJA,1.70,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
LH-3029-ROJO,LAPICERO CON BASE 500 UNID X CAJA,1.70,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
LH-3029-VERDE,LAPICERO CON BASE 500 UNID X CAJA,1.70,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
LH-3029-NARANJA,LAPICERO CON BASE 500 UNID X CAJA,1.70,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
LH-3029-TURQUEZA,LAPICERO CON BASE 500 UNID X CAJA,1.70,TURQUEZA,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
LH-3029-GRIS,LAPICERO CON BASE 500 UNID X CAJA,1.70,GRIS,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
LH-3029-NEGRO,LAPICERO CON BASE 500 UNID X CAJA,1.70,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/LH-3029.png,,Approved,true
W-24020A,LAPIZ BAMBOO 1000 UNID X CAJA,0.75,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/W-24020A.png,,Approved,true
W-24020A-NEGRO,LAPIZ BAMBOO 1000 UNID X CAJA,0.75,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/W-24020A.png,,Approved,true
JC-1192,LAPIZ CON SEMILLA,1.10,NATURAL,LAPICEROS DE PLASTICO,EFSTOCK,images/JC-1192.png,,Approved,true
MP-7009,LAPIZ PUBLICITARIO 3000 UNID X CAJA,180.00,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/MP-7009.png,,Approved,true
MP-7009-NATURAL,LAPIZ PUBLICITARIO 3000 UNID X CAJA,180.00,NATURAL,LAPICEROS DE PLASTICO,EFSTOCK,images/MP-7009.png,,Approved,true
MP-7009-ROJO,LAPIZ PUBLICITARIO 3000 UNID X CAJA,180.00,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/MP-7009.png,,Approved,true
MP-7009-BLANCO,LAPIZ PUBLICITARIO 3000 UNID X CAJA,180.00,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/MP-7009.png,,Approved,true
MP-7009-NEGRO,LAPIZ PUBLICITARIO 3000 UNID X CAJA,180.00,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/MP-7009.png,,Approved,true
PB-007,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-007.png,,Approved,true
PB-007-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-007.png,,Approved,true
PB-007-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-007.png,,Approved,true
PB-007-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-007.png,,Approved,true
PB-007-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-007.png,,Approved,true
PB-009,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-009.png,,Approved,true
PB-009-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-009.png,,Approved,true
PB-009-BLANCO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-009.png,,Approved,true
PB-009-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-009.png,,Approved,true
PB-009-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-009.png,,Approved,true
PB-009-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-009.png,,Approved,true
PB-014,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-014.png,,Approved,true
PB-014-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-014.png,,Approved,true
PB-014-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-014.png,,Approved,true
PB-014-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-014.png,,Approved,true
PB-014-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.38,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/PB-014.png,,Approved,true
TBP-1327,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-1327.png,,Approved,true
TBP-1327-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-1327.png,,Approved,true
TBP-1327-GUINDA,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,GUINDA,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-1327.png,,Approved,true
TBP-1327-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-1327.png,,Approved,true
TBP-1327-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-1327.png,,Approved,true
TBP-1327-PLATEADO,LAPICERO PLASTICO 1000 UNID X CAJA,0.63,PLATEADO,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-1327.png,,Approved,true
TBP-2338A,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-2338A.png,,Approved,true
TBP-2338A-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-2338A.png,,Approved,true
TBP-2338A-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-2338A.png,,Approved,true
TBP-2338A-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-2338A.png,,Approved,true
TBP-2338A-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.48,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/TBP-2338A.png,,Approved,true
THP-08B,LAPICERO PLASTICO CON RESALTADOR 1000 UNID X CAJA,0.80,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B.png,,Approved,true
THP-08B-ROJO,LAPICERO PLASTICO CON RESALTADOR 1000 UNID X CAJA,0.80,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B.png,,Approved,true
THP-08B-VERDE,LAPICERO PLASTICO CON RESALTADOR 1000 UNID X CAJA,0.80,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B.png,,Approved,true
THP-08B-NARANJA,LAPICERO PLASTICO CON RESALTADOR 1000 UNID X CAJA,0.80,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B.png,,Approved,true
THP-08B-ROSADO,LAPICERO PLASTICO CON RESALTADOR 1000 UNID X CAJA,0.80,ROSADO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B.png,,Approved,true
THP-08B-AMARILLO,LAPICERO PLASTICO CON RESALTADOR 1000 UNID X CAJA,0.80,AMARILLO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B.png,,Approved,true
THP-08B-T,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-ROJO,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-VERDE,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-NARANJA,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-AMARILLO,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,AMARILLO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-ROSADO,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,ROSADO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-NEGRO,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-08B-T-TURQUEZA,LAPICERO PLASTICO TRANSPARENTE CON RESALTADOR 1000 UNID X CAJA,0.80,TURQUEZA,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-08B-T.png,,Approved,true
THP-42,LAPICERO ECOLOGICO 1000 UNID X CAJA,0.45,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-42.png,,Approved,true
THP-42-ROJO,LAPICERO ECOLOGICO 1000 UNID X CAJA,0.45,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-42.png,,Approved,true
THP-42-VERDE,LAPICERO ECOLOGICO 1000 UNID X CAJA,0.45,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-42.png,,Approved,true
THP-42-NARANJA,LAPICERO ECOLOGICO 1000 UNID X CAJA,0.45,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-42.png,,Approved,true
THP-42-NEGRO,LAPICERO ECOLOGICO 1000 UNID X CAJA,0.45,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/THP-42.png,,Approved,true
TTP-64,LAPICERO DE PLASTICO 1000 UNID X CAJA,1.20,BAMBOO,LAPICEROS DE PLASTICO,EFSTOCK,images/TTP-64.png,,Approved,true
TTP-02A,LAPICERO PLASTICO CON TOUCH 1000 UNID X CAJA,0.85,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TTP-02A.png,,Approved,true
TTP-02A-ROJO,LAPICERO PLASTICO CON TOUCH 1000 UNID X CAJA,0.85,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TTP-02A.png,,Approved,true
TTP-02A-NEGRO,LAPICERO PLASTICO CON TOUCH 1000 UNID X CAJA,0.85,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TTP-02A.png,,Approved,true
TTP-02A-VERDE,LAPICERO PLASTICO CON TOUCH 1000 UNID X CAJA,0.85,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TTP-02A.png,,Approved,true
TTP-02A-NARANJA,LAPICERO PLASTICO CON TOUCH 1000 UNID X CAJA,0.85,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/TTP-02A.png,,Approved,true
TTPP-396B,LAPICERO PLASTICO 1000 UNID X CAJA,0.80,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TTPP-396B.png,,Approved,true
TTPP-396B-ROJO,LAPICERO PLASTICO 1000 UNID X CAJA,0.80,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TTPP-396B.png,,Approved,true
TTPP-396B-VERDE,LAPICERO PLASTICO 1000 UNID X CAJA,0.80,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TTPP-396B.png,,Approved,true
TTPP-396B-NARANJA,LAPICERO PLASTICO 1000 UNID X CAJA,0.80,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/TTPP-396B.png,,Approved,true
TTPP-396B-BLANCO,LAPICERO PLASTICO 1000 UNID X CAJA,0.80,BLANCO,LAPICEROS DE PLASTICO,EFSTOCK,images/TTPP-396B.png,,Approved,true
TTPP-396B-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.80,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TTPP-396B.png,,Approved,true
TVP-41B,LAPICERO PLASTICO 1000 UNID X CAJA,0.85,GUINDA,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-41B.png,,Approved,true
TVP-41B-SILVER,LAPICERO PLASTICO 1000 UNID X CAJA,0.85,SILVER,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-41B.png,,Approved,true
TVP-41B-GRIS,LAPICERO PLASTICO 1000 UNID X CAJA,0.85,GRIS,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-41B.png,,Approved,true
TVP-41B-NEGRO,LAPICERO PLASTICO 1000 UNID X CAJA,0.85,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-41B.png,,Approved,true
TVP-05A,LAPICERO PLASTICO COLOR SOLIDO 1000 UNID X CAJA,0.40,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05A.png,,Approved,true
TVP-05A-ROJO,LAPICERO PLASTICO COLOR SOLIDO 1000 UNID X CAJA,0.40,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05A.png,,Approved,true
TVP-05A-VERDE,LAPICERO PLASTICO COLOR SOLIDO 1000 UNID X CAJA,0.40,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05A.png,,Approved,true
TVP-05A-NARANJA,LAPICERO PLASTICO COLOR SOLIDO 1000 UNID X CAJA,0.40,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05A.png,,Approved,true
TVP-05A-NEGRO,LAPICERO PLASTICO COLOR SOLIDO 1000 UNID X CAJA,0.40,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05A.png,,Approved,true
TVP-05B,LAPICERO PLASTICO COLOR TRASLUCIDO 1000 UNID X CAJA,0.40,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05B.png,,Approved,true
TVP-05B-ROJO,LAPICERO PLASTICO COLOR TRASLUCIDO 1000 UNID X CAJA,0.40,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05B.png,,Approved,true
TVP-05B-VERDE,LAPICERO PLASTICO COLOR TRASLUCIDO 1000 UNID X CAJA,0.40,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05B.png,,Approved,true
TVP-05B-NARANJA,LAPICERO PLASTICO COLOR TRASLUCIDO 1000 UNID X CAJA,0.40,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05B.png,,Approved,true
TVP-05B-NEGRO,LAPICERO PLASTICO COLOR TRASLUCIDO 1000 UNID X CAJA,0.40,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TVP-05B.png,,Approved,true
TW-001,LAPICERO PLASTICO GIRATORIO 1000 UNID X CAJA,0.40,AZUL,LAPICEROS DE PLASTICO,EFSTOCK,images/TW-001.png,,Approved,true
TW-001-ROJO,LAPICERO PLASTICO GIRATORIO 1000 UNID X CAJA,0.40,ROJO,LAPICEROS DE PLASTICO,EFSTOCK,images/TW-001.png,,Approved,true
TW-001-NEGRO,LAPICERO PLASTICO GIRATORIO 1000 UNID X CAJA,0.40,NEGRO,LAPICEROS DE PLASTICO,EFSTOCK,images/TW-001.png,,Approved,true
TW-001-VERDE,LAPICERO PLASTICO GIRATORIO 1000 UNID X CAJA,0.40,VERDE,LAPICEROS DE PLASTICO,EFSTOCK,images/TW-001.png,,Approved,true
TW-001-NARANJA,LAPICERO PLASTICO GIRATORIO 1000 UNID X CAJA,0.40,NARANJA,LAPICEROS DE PLASTICO,EFSTOCK,images/TW-001.png,,Approved,true
SFBP-510,LAPICERO LASER 4 FUNCIONES 200 UNID X CAJA,7.50,PLATEADO,LAPICEROS PUNTERO LASER,EFSTOCK,images/SFBP-510.png,,Approved,true
SFBP-511,LAPICERO LASER 3 FUNCIONES 200 UNID X CAJA,7.20,PLATEADO,LAPICEROS PUNTERO LASER,EFSTOCK,images/SFBP-511.png,,Approved,true
